,Unnamed: 0,WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY,DESCRIPTION,MANUFACTURER,CATEGORY,SUB_CATEGORY,PRODUCT_SIZE,STORE_ID,STORE_NAME,ADDRESS_CITY_NAME,ADDRESS_STATE_PROV_CODE,MSA_CODE,SEG_VALUE_NAME,PARKING_SPACE_QTY,SALES_AREA_SIZE_NUM,AVG_WEEKLY_BASKETS
127841,127841,2009-10-21,2505,1600027527,24,24,24,74.88,3.12,3.12,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2505,DICKINSON VILLAGE,DICKINSON,TX,26420,MAINSTREAM,319.0,41644,14460.108974
127882,127882,2009-10-21,2513,1600027527,61,60,60,194.59,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2513,HOUSTON,HOUSTON,TX,26420,UPSCALE,,61833,32422.99359
127928,127928,2009-10-21,2523,1600027527,25,23,23,79.75,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2523,LANDMARK PLACE S/C,GRAND PRAIRIE,TX,19100,VALUE,252.0,34373,14201.326923
127965,127965,2009-10-21,2541,1600027527,22,18,18,63.8,2.9,2.9,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2541,NORWOOD,ARLINGTON,TX,19100,MAINSTREAM,300.0,29231,11019.352564
128003,128003,2009-10-21,4245,1600027527,24,23,23,68.4,2.85,3.22,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4245,LAWRENCEBURG,LAWRENCEBURG,IN,17140,MAINSTREAM,,58563,19274.673077
128054,128054,2009-10-21,4259,1600027527,17,16,15,50.150000000000006,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4259,WARSAW AVENUE,CINCINNATI,OH,17140,VALUE,,48813,31177.333333
128096,128096,2009-10-21,4489,1600027527,46,43,43,140.29999999999998,3.05,3.05,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4489,SWEETWATER PLAZA,SUGAR LAND,TX,26420,UPSCALE,,49030,21344.794872
128140,128140,2009-10-21,4503,1600027527,55,54,54,172.70000000000002,3.14,3.14,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4503,ROCKWALL,ROCKWALL,TX,19100,UPSCALE,,56230,25289.326923
128183,128183,2009-10-21,4521,1600027527,21,20,20,66.99,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4521,PARKWAY SQUARE S/C,COLLEGE STATION,TX,17780,MAINSTREAM,418.0,34628,25632.807692
128222,128222,2009-10-21,6179,1600027527,47,45,44,138.65,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6179,DEERFIELD TWP,MASON,OH,17140,UPSCALE,,54448,35287.974359
128273,128273,2009-10-21,6187,1600027527,19,19,19,62.51,3.29,3.29,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6187,ST. MARYS,SAINT MARYS,OH,47540,MAINSTREAM,,55474,20015.320513
128317,128317,2009-10-21,6379,1600027527,59,58,57,188.21,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6379,KINGWOOD,KINGWOOD,TX,26420,MAINSTREAM,,50237,20620.423077
128360,128360,2009-10-21,6431,1600027527,24,23,23,76.56,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6431,AT WARD ROAD,BAYTOWN,TX,26420,VALUE,350.0,43698,24321.942308
128399,128399,2009-10-21,8035,1600027527,4,4,4,11.8,2.95,3.29,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,8035,OVER-THE-RHINE,CINCINNATI,OH,17140,VALUE,17.0,10788,10434.705128
128425,128425,2009-10-21,8041,1600027527,22,22,22,64.9,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,8041,LANDEN,MAINEVILLE,OH,17140,MAINSTREAM,1200.0,49074,14848.788462
128473,128473,2009-10-21,8263,1600027527,30,30,30,92.4,3.08,3.08,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,8263,THE WOODLANDS,THE WOODLANDS,TX,26420,UPSCALE,,51055,18876.99359
128515,128515,2009-10-21,9825,1600027527,55,51,51,156.2,2.84,3.25,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,9825,DENT,CINCINNATI,OH,17140,MAINSTREAM,,54124,29915.903846
128562,128562,2009-10-21,10019,1600027527,35,34,33,108.5,3.1,3.1,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,10019,AT EASTEX FRWY,HOUSTON,TX,26420,VALUE,221.0,35675,19067.673077
128600,128600,2009-10-21,11757,1600027527,22,22,22,60.94,2.77,3.29,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11757,INDEPENDENCE,INDEPENDENCE,KY,17140,MAINSTREAM,,32943,16903.532051
128649,128649,2009-10-21,11761,1600027527,50,49,47,147.5,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11761,MIAMI TOWNSHIP,LOVELAND,OH,17140,UPSCALE,,53905,23348.064103
128695,128695,2009-10-21,11967,1600027527,9,9,9,28.71,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11967,NORTHBOROUGH SQ,HOUSTON,TX,26420,VALUE,294.0,25072,15915.74359
128732,128732,2009-10-21,11993,1600027527,82,80,80,255.84,3.12,3.12,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11993,DALLAS,DALLAS,TX,19100,UPSCALE,,57741,26100.711538
128774,128774,2009-10-21,12011,1600027527,29,24,24,92.51,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,12011,SHERMAN,SHERMAN,TX,43300,MAINSTREAM,,41325,23152.782051
128817,128817,2009-10-21,13609,1600027527,42,42,42,118.02,2.81,2.81,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13609,VANDALIA,VANDALIA,OH,19380,MAINSTREAM,,55663,21232.115385
128866,128866,2009-10-21,13827,1600027527,28,27,27,69.72,2.49,2.49,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13827,BEAUMONT,BEAUMONT,TX,13140,MAINSTREAM,,50766,26000.570513
128908,128908,2009-10-21,13837,1600027527,43,38,38,134.16,3.12,3.12,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13837,MAGNOLIA,MAGNOLIA,TX,26420,MAINSTREAM,,49164,27261.865385
128951,128951,2009-10-21,13853,1600027527,30,28,28,95.7,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13853,RICHARDSON,RICHARDSON,TX,19100,MAINSTREAM,,53586,15787.391026
128995,128995,2009-10-21,13859,1600027527,29,27,26,87.86999999999999,3.03,3.03,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13859,MCKINNEY,MCKINNEY,TX,19100,MAINSTREAM,,47824,15345.237179
129037,129037,2009-10-21,15531,1600027527,11,9,9,32.45,2.95,3.29,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15531,GOSHEN,GOSHEN,OH,17140,VALUE,,33667,13344.0
129083,129083,2009-10-21,15541,1600027527,12,11,11,35.400000000000006,2.95,3.29,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15541,LOVELAND,LOVELAND,OH,17140,MAINSTREAM,326.0,38858,18664.525641
129132,129132,2009-10-21,15547,1600027527,44,43,43,126.28,2.87,2.87,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15547,WOODLAWN,CINCINNATI,OH,17140,MAINSTREAM,,48132,27357.570513
129181,129181,2009-10-21,15755,1600027527,19,19,18,54.91,2.89,2.89,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15755,KROGER JUNCTION S/C,PASADENA,TX,26420,VALUE,351.0,34373,18291.429487
129215,129215,2009-10-21,15763,1600027527,17,17,17,54.23,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15763,WOODLANDS,WOODLANDS,TX,26420,UPSCALE,,47530,12175.846154
129256,129256,2009-10-21,15765,1600027527,26,26,26,82.94,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15765,CYPRESS TOWN CENTER,HOUSTON,TX,26420,MAINSTREAM,,49068,25350.858974
129298,129298,2009-10-21,17599,1600027527,16,16,16,47.84,2.99,2.99,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,17599,KEARNEY,MESQUITE,TX,19100,VALUE,300.0,36994,15134.025641
129339,129339,2009-10-21,17615,1600027527,29,28,27,92.51,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,17615,SUGARLAND,SUGAR LAND,TX,26420,MAINSTREAM,,48632,32490.858974
129379,129379,2009-10-21,17627,1600027527,45,41,41,140.4,3.12,3.12,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,17627,FLOWER MOUND,FLOWER MOUND,TX,19100,UPSCALE,513.0,59213,18196.820513
129419,129419,2009-10-21,19265,1600027527,24,19,18,71.28,2.97,2.97,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19265,LATONIA,COVINGTON,KY,17140,MAINSTREAM,,55685,31578.134615
129463,129463,2009-10-21,19521,1600027527,21,21,21,63.84,3.04,3.04,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19521,SOUTHLAKE,SOUTHLAKE,TX,19100,UPSCALE,,47757,14051.608974
129504,129504,2009-10-21,19523,1600027527,28,27,27,83.16000000000001,2.97,2.97,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19523,DUNCANVILLE,DUNCANVILLE,TX,19100,VALUE,400.0,48594,24567.75
129545,129545,2009-10-21,19533,1600027527,24,24,24,70.32000000000001,2.93,2.93,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19533,DENTON,DENTON,TX,19100,MAINSTREAM,,48330,28243.333333
129588,129588,2009-10-21,21213,1600027527,17,17,17,50.150000000000006,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21213,MT. CARMEL,CINCINNATI,OH,17140,MAINSTREAM,,46630,14511.788462
129638,129638,2009-10-21,21221,1600027527,13,13,13,35.36,2.72,3.21,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21221,MIDDLETOWN,MIDDLETOWN,OH,17140,VALUE,,48128,17009.897436
129684,129684,2009-10-21,21227,1600027527,52,52,52,144.56,2.78,2.78,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21227,LIBERTY TWP,MIDDLETOWN,OH,17140,UPSCALE,,85710,34874.5
129735,129735,2009-10-21,21237,1600027527,46,43,43,132.94,2.89,2.89,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21237,LEBANON,LEBANON,OH,17140,MAINSTREAM,,86517,38465.128205
129786,129786,2009-10-21,21479,1600027527,38,37,36,118.18,3.11,3.11,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21479,WOOD FOREST S/C,HOUSTON,TX,26420,VALUE,,49104,29435.628205
129828,129828,2009-10-21,21485,1600027527,10,10,10,28.700000000000003,2.87,3.19,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21485,HOUSTON,KATY,TX,26420,MAINSTREAM,,46369,26472.237179
129866,129866,2009-10-21,23055,1600027527,6,6,6,17.700000000000003,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23055,WALNUT HILLS/PEEBLES,CINCINNATI,OH,17140,VALUE,239.0,22920,12999.724359
129898,129898,2009-10-21,23061,1600027527,36,33,33,103.32,2.87,3.29,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23061,LIBERTY TWP.,HAMILTON,OH,17140,MAINSTREAM,,42437,16591.301282
129946,129946,2009-10-21,23067,1600027527,26,26,26,75.66,2.91,2.91,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23067,WHIPP & BIGGER,KETTERING,OH,19380,MAINSTREAM,230.0,37319,14555.935897
129993,129993,2009-10-21,23075,1600027527,33,32,32,88.44000000000001,2.68,2.68,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23075,TYLERSVILLE,WEST CHESTER,OH,17140,MAINSTREAM,564.0,51105,18842.429487
130040,130040,2009-10-21,23327,1600027527,17,17,17,54.23,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23327,HOUSTON,HOUSTON,TX,26420,MAINSTREAM,,50722,30258.173077
130085,130085,2009-10-21,23345,1600027527,34,34,34,105.4,3.1,3.1,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23345,FRISCO,FRISCO,TX,19100,UPSCALE,,46369,21946.846154
130127,130127,2009-10-21,23349,1600027527,15,13,12,47.85,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23349,GARLAND,GARLAND,TX,19100,VALUE,,46212,27822.608974
130168,130168,2009-10-21,24991,1600027527,74,70,69,197.58,2.67,2.67,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,24991,HYDE PARK,CINCINNATI,OH,17140,UPSCALE,1859.0,77730,50618.99359
130217,130217,2009-10-21,25001,1600027527,15,15,14,44.4,2.96,2.96,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25001,PINEWOOD,DAYTON,OH,19380,VALUE,351.0,34177,18034.967949
130262,130262,2009-10-21,25021,1600027527,18,18,17,50.22,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25021,HAMILTON,HAMILTON,OH,17140,VALUE,1441.0,62961,34191.00641
130309,130309,2009-10-21,25027,1600027527,98,92,89,277.34000000000003,2.83,3.19,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25027,CINCINNATI,CINCINNATI,OH,17140,MAINSTREAM,,62656,43892.923077
130360,130360,2009-10-21,25229,1600027527,51,50,50,159.63,3.13,3.13,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25229,CYPRESS,CYPRESS,TX,26420,MAINSTREAM,,59241,34977.435897
130403,130403,2009-10-21,25233,1600027527,35,34,34,108.5,3.1,3.1,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25233,ANTOINE TOWN CENTER,HOUSTON,TX,26420,VALUE,,46369,35788.032051
130444,130444,2009-10-21,25253,1600027527,17,16,16,51.51,3.03,3.03,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25253,HIGHWAY 75,MCKINNEY,TX,19100,MAINSTREAM,,33931,11934.012821
130480,130480,2009-10-21,25261,1600027527,34,32,32,102.0,3.0,3.0,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25261,CROWLEY,CROWLEY,TX,19100,MAINSTREAM,,46368,26189.012821
130521,130521,2009-10-21,26973,1600027527,41,40,40,118.08,2.88,3.29,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,26973,MAINEVILLE,MAINEVILLE,OH,17140,MAINSTREAM,,48128,28241.012821
130571,130571,2009-10-21,26981,1600027527,25,25,24,67.75,2.71,3.22,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,26981,SPRINGFIELD,SPRINGFIELD,OH,44220,MAINSTREAM,,42081,25122.442308
130617,130617,2009-10-21,26983,1600027527,43,38,38,123.84,2.88,2.88,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,26983,DAYTON,DAYTON,OH,19380,VALUE,,48782,31461.224359
130661,130661,2009-10-21,27175,1600027527,32,33,33,92.8,2.9,2.9,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,27175,KATY,KATY,TX,26420,UPSCALE,,50224,24901.948718
130701,130701,2009-10-21,28909,1600027527,30,30,30,76.8,2.56,2.91,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,28909,MIDDLETOWN,MIDDLETOWN,OH,17140,MAINSTREAM,,85876,28986.108974
130750,130750,2009-10-21,29159,1600027527,34,32,32,105.4,3.1,3.1,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,29159,CARROLLTON,CARROLLTON,TX,19100,MAINSTREAM,,54927,25916.532051
130794,130794,2009-10-28,367,1600027527,20,18,18,59.0,2.95,3.29,0,0,1,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,367,15TH & MADISON,COVINGTON,KY,17140,VALUE,196.0,24721,12706.532051
130829,130829,2009-10-28,387,1600027527,65,64,62,191.75,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,387,TOWN & COUNTRY,KETTERING,OH,19380,UPSCALE,270.0,44547,22867.326923
130875,130875,2009-10-28,389,1600027527,48,48,48,157.92000000000002,3.29,3.29,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,389,SILVERLAKE,ERLANGER,KY,17140,MAINSTREAM,408.0,46073,24766.807692
130924,130924,2009-10-28,613,1600027527,36,35,35,114.84,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,613,EAST ALLEN,ALLEN,TX,19100,MAINSTREAM,464.0,64926,29386.416667
130968,130968,2009-10-28,623,1600027527,55,52,52,175.45,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,623,HOUSTON,HOUSTON,TX,26420,MAINSTREAM,,46930,36740.692308
131010,131010,2009-10-28,2277,1600027527,115,111,111,339.25,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2277,ANDERSON TOWNE CTR,CINCINNATI,OH,17140,UPSCALE,,81958,54052.519231
131062,131062,2009-10-28,2279,1600027527,25,25,24,73.75,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2279,MILFORD-MULBERRY,MILFORD,OH,17140,MAINSTREAM,771.0,44175,23037.442308
131112,131112,2009-10-28,2281,1600027527,58,57,57,168.2,2.9,2.9,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2281,BLUE ASH,BLUE ASH,OH,17140,UPSCALE,,68500,32297.288462
131163,131163,2009-10-28,2495,1600027527,31,31,31,98.89,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2495,PLANTATION PLAZA,CLUTE,TX,26420,MAINSTREAM,407.0,48462,25507.448718
131205,131205,2009-10-28,2505,1600027527,26,26,25,82.94,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2505,DICKINSON VILLAGE,DICKINSON,TX,26420,MAINSTREAM,319.0,41644,14460.108974
131245,131245,2009-10-28,2513,1600027527,76,73,72,242.44,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2513,HOUSTON,HOUSTON,TX,26420,UPSCALE,,61833,32422.99359
131290,131290,2009-10-28,2523,1600027527,13,13,13,41.47,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2523,LANDMARK PLACE S/C,GRAND PRAIRIE,TX,19100,VALUE,252.0,34373,14201.326923
131321,131321,2009-10-28,2541,1600027527,22,21,21,70.17999999999999,3.19,3.19,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2541,NORWOOD,ARLINGTON,TX,19100,MAINSTREAM,300.0,29231,11019.352564
131361,131361,2009-10-28,4245,1600027527,47,45,45,138.65,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4245,LAWRENCEBURG,LAWRENCEBURG,IN,17140,MAINSTREAM,,58563,19274.673077
131410,131410,2009-10-28,4259,1600027527,14,14,14,41.3,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4259,WARSAW AVENUE,CINCINNATI,OH,17140,VALUE,,48813,31177.333333
